year_ceremony;canon_category;name;film;winner
1984;ACTOR IN A SUPPORTING ROLE;Rip Torn;Cross Creek;False
1984;ACTRESS IN A LEADING ROLE;Jane Alexander;Testament;False
1984;ACTRESS IN A LEADING ROLE;Shirley MacLaine;Terms of Endearment;True
1984;ACTRESS IN A LEADING ROLE;Meryl Streep;Silkwood;False
1984;ACTRESS IN A LEADING ROLE;Julie Walters;Educating Rita;False
1984;ACTRESS IN A LEADING ROLE;Debra Winger;Terms of Endearment;False
1984;ACTRESS IN A SUPPORTING ROLE;Cher;Silkwood;False
1984;ACTRESS IN A SUPPORTING ROLE;Glenn Close;The Big Chill;False
1984;ACTRESS IN A SUPPORTING ROLE;Linda Hunt;The Year of Living Dangerously;True
1984;ACTRESS IN A SUPPORTING ROLE;Amy Irving;Yentl;False
1984;ACTRESS IN A SUPPORTING ROLE;Alfre Woodard;Cross Creek;False
1985;ACTOR IN A LEADING ROLE;F. Murray Abraham;Amadeus;True
1985;ACTOR IN A LEADING ROLE;Jeff Bridges;Starman;False
1985;ACTOR IN A LEADING ROLE;Albert Finney;Under the Volcano;False
1985;ACTOR IN A LEADING ROLE;Tom Hulce;Amadeus;False
1985;ACTOR IN A LEADING ROLE;Sam Waterston;The Killing Fields;False
1985;ACTOR IN A SUPPORTING ROLE;Adolph Caesar;A Soldier's Story;False
1985;ACTOR IN A SUPPORTING ROLE;John Malkovich;Places in the Heart;False
1985;ACTOR IN A SUPPORTING ROLE;Noriyuki 'Pat' Morita;The Karate Kid;False
1985;ACTOR IN A SUPPORTING ROLE;Haing S. Ngor;The Killing Fields;True
1985;ACTOR IN A SUPPORTING ROLE;Ralph Richardson;Greystoke: The Legend of Tarzan, Lord of the Apes;False
1985;ACTRESS IN A LEADING ROLE;Judy Davis;A Passage to India;False
1985;ACTRESS IN A LEADING ROLE;Sally Field;Places in the Heart;True
1985;ACTRESS IN A LEADING ROLE;Jessica Lange;Country;False
1985;ACTRESS IN A LEADING ROLE;Vanessa Redgrave;The Bostonians;False
1985;ACTRESS IN A LEADING ROLE;Sissy Spacek;The River;False
1985;ACTRESS IN A SUPPORTING ROLE;Peggy Ashcroft;A Passage to India;True
1985;ACTRESS IN A SUPPORTING ROLE;Glenn Close;The Natural;False
1985;ACTRESS IN A SUPPORTING ROLE;Lindsay Crouse;Places in the Heart;False
1985;ACTRESS IN A SUPPORTING ROLE;Christine Lahti;Swing Shift;False
1985;ACTRESS IN A SUPPORTING ROLE;Geraldine Page;The Pope of Greenwich Village;False
1986;ACTOR IN A LEADING ROLE;Harrison Ford;Witness;False
1986;ACTOR IN A LEADING ROLE;James Garner;Murphy's Romance;False
1986;ACTOR IN A LEADING ROLE;William Hurt;Kiss of the Spider Woman;True
1986;ACTOR IN A LEADING ROLE;Jack Nicholson;Prizzi's Honor;False
1986;ACTOR IN A LEADING ROLE;Jon Voight;Runaway Train;False
1986;ACTOR IN A SUPPORTING ROLE;Don Ameche;Cocoon;True
1986;ACTOR IN A SUPPORTING ROLE;Klaus Maria Brandauer;Out of Africa;False
1986;ACTOR IN A SUPPORTING ROLE;William Hickey;Prizzi's Honor;False
1986;ACTOR IN A SUPPORTING ROLE;Robert Loggia;Jagged Edge;False
1986;ACTOR IN A SUPPORTING ROLE;Eric Roberts;Runaway Train;False
1986;ACTRESS IN A LEADING ROLE;Anne Bancroft;Agnes of God;False
1986;ACTRESS IN A LEADING ROLE;Whoopi Goldberg;The Color Purple;False
1986;ACTRESS IN A LEADING ROLE;Jessica Lange;Sweet Dreams;False
1986;ACTRESS IN A LEADING ROLE;Geraldine Page;The Trip to Bountiful;True
1986;ACTRESS IN A LEADING ROLE;Meryl Streep;Out of Africa;False
1986;ACTRESS IN A SUPPORTING ROLE;Margaret Avery;The Color Purple;False
1986;ACTRESS IN A SUPPORTING ROLE;Anjelica Huston;Prizzi's Honor;True
1986;ACTRESS IN A SUPPORTING ROLE;Amy Madigan;Twice in a Lifetime;False
1986;ACTRESS IN A SUPPORTING ROLE;Meg Tilly;Agnes of God;False
1986;ACTRESS IN A SUPPORTING ROLE;Oprah Winfrey;The Color Purple;False
1987;ACTOR IN A LEADING ROLE;Dexter Gordon;'Round Midnight;False
1987;ACTOR IN A LEADING ROLE;Bob Hoskins;Mona Lisa;False
1987;ACTOR IN A LEADING ROLE;William Hurt;Children of a Lesser God;False
1987;ACTOR IN A LEADING ROLE;Paul Newman;The Color of Money;True
1987;ACTOR IN A LEADING ROLE;James Woods;Salvador;False
1987;ACTOR IN A SUPPORTING ROLE;Tom Berenger;Platoon;False
1987;ACTOR IN A SUPPORTING ROLE;Michael Caine;Hannah and Her Sisters;True
1987;ACTOR IN A SUPPORTING ROLE;Willem Dafoe;Platoon;False
1987;ACTOR IN A SUPPORTING ROLE;Denholm Elliott;A Room with a View;False
1987;ACTOR IN A SUPPORTING ROLE;Dennis Hopper;Hoosiers;False
1987;ACTRESS IN A LEADING ROLE;Jane Fonda;The Morning After;False
1987;ACTRESS IN A LEADING ROLE;Marlee Matlin;Children of a Lesser God;True
1987;ACTRESS IN A LEADING ROLE;Sissy Spacek;Crimes of the Heart;False
1987;ACTRESS IN A LEADING ROLE;Kathleen Turner;Peggy Sue Got Married;False
1987;ACTRESS IN A LEADING ROLE;Sigourney Weaver;Aliens;False
1987;ACTRESS IN A SUPPORTING ROLE;Tess Harper;Crimes of the Heart;False
1987;ACTRESS IN A SUPPORTING ROLE;Piper Laurie;Children of a Lesser God;False
1987;ACTRESS IN A SUPPORTING ROLE;Mary Elizabeth Mastrantonio;The Color of Money;False
1987;ACTRESS IN A SUPPORTING ROLE;Maggie Smith;A Room with a View;False
1987;ACTRESS IN A SUPPORTING ROLE;Dianne Wiest;Hannah and Her Sisters;True
1988;ACTOR IN A LEADING ROLE;Michael Douglas;Wall Street;True
1988;ACTOR IN A LEADING ROLE;William Hurt;Broadcast News;False
1988;ACTOR IN A LEADING ROLE;Marcello Mastroianni;Dark Eyes;False
1988;ACTOR IN A LEADING ROLE;Jack Nicholson;Ironweed;False
1988;ACTOR IN A LEADING ROLE;Robin Williams;Good Morning, Vietnam;False
1988;ACTOR IN A SUPPORTING ROLE;Albert Brooks;Broadcast News;False
1988;ACTOR IN A SUPPORTING ROLE;Sean Connery;The Untouchables;True
1988;ACTOR IN A SUPPORTING ROLE;Morgan Freeman;Street Smart;False
1988;ACTOR IN A SUPPORTING ROLE;Vincent Gardenia;Moonstruck;False
1988;ACTOR IN A SUPPORTING ROLE;Denzel Washington;Cry Freedom;False
1988;ACTRESS IN A LEADING ROLE;Cher;Moonstruck;True
1988;ACTRESS IN A LEADING ROLE;Glenn Close;Fatal Attraction;False
1988;ACTRESS IN A LEADING ROLE;Holly Hunter;Broadcast News;False
1988;ACTRESS IN A LEADING ROLE;Sally Kirkland;Anna;False
1988;ACTRESS IN A LEADING ROLE;Meryl Streep;Ironweed;False
1988;ACTRESS IN A SUPPORTING ROLE;Norma Aleandro;Gaby - A True Story;False
1988;ACTRESS IN A SUPPORTING ROLE;Anne Archer;Fatal Attraction;False
1988;ACTRESS IN A SUPPORTING ROLE;Olympia Dukakis;Moonstruck;True
1988;ACTRESS IN A SUPPORTING ROLE;Anne Ramsey;Throw Momma from the Train;False
1988;ACTRESS IN A SUPPORTING ROLE;Ann Sothern;The Whales of August;False
1989;ACTOR IN A LEADING ROLE;Gene Hackman;Mississippi Burning;False
1989;ACTOR IN A LEADING ROLE;Tom Hanks;Big;False
1989;ACTOR IN A LEADING ROLE;Dustin Hoffman;Rain Man;True
1989;ACTOR IN A LEADING ROLE;Edward James Olmos;Stand and Deliver;False
1989;ACTOR IN A LEADING ROLE;Max von Sydow;Pelle the Conqueror;False
1989;ACTOR IN A SUPPORTING ROLE;Alec Guinness;Little Dorrit;False
1989;ACTOR IN A SUPPORTING ROLE;Kevin Kline;A Fish Called Wanda;True
1989;ACTOR IN A SUPPORTING ROLE;Martin Landau;Tucker The Man and His Dream;False
1989;ACTOR IN A SUPPORTING ROLE;River Phoenix;Running on Empty;False
1989;ACTOR IN A SUPPORTING ROLE;Dean Stockwell;Married to the Mob;False
1989;ACTRESS IN A LEADING ROLE;Glenn Close;Dangerous Liaisons;False
1989;ACTRESS IN A LEADING ROLE;Jodie Foster;The Accused;True
1989;ACTRESS IN A LEADING ROLE;Melanie Griffith;Working Girl;False
1989;ACTRESS IN A LEADING ROLE;Meryl Streep;A Cry in the Dark;False
1989;ACTRESS IN A LEADING ROLE;Sigourney Weaver;Gorillas in the Mist;False
1989;ACTRESS IN A SUPPORTING ROLE;Joan Cusack;Working Girl;False
1989;ACTRESS IN A SUPPORTING ROLE;Geena Davis;The Accidental Tourist;True
1989;ACTRESS IN A SUPPORTING ROLE;Frances McDormand;Mississippi Burning;False
1989;ACTRESS IN A SUPPORTING ROLE;Michelle Pfeiffer;Dangerous Liaisons;False
1989;ACTRESS IN A SUPPORTING ROLE;Sigourney Weaver;Working Girl;False
1990;ACTOR IN A LEADING ROLE;Kenneth Branagh;Henry V;False
1990;ACTOR IN A LEADING ROLE;Tom Cruise;Born on the Fourth of July;False
1990;ACTOR IN A LEADING ROLE;Daniel Day Lewis;My Left Foot;True
1990;ACTOR IN A LEADING ROLE;Morgan Freeman;Driving Miss Daisy;False
1990;ACTOR IN A LEADING ROLE;Robin Williams;Dead Poets Society;False
1990;ACTOR IN A SUPPORTING ROLE;Danny Aiello;Do the Right Thing;False
1990;ACTOR IN A SUPPORTING ROLE;Dan Aykroyd;Driving Miss Daisy;False
1990;ACTOR IN A SUPPORTING ROLE;Marlon Brando;A Dry White Season;False
1990;ACTOR IN A SUPPORTING ROLE;Martin Landau;Crimes and Misdemeanors;False
1990;ACTOR IN A SUPPORTING ROLE;Denzel Washington;Glory;True
1990;ACTRESS IN A LEADING ROLE;Isabelle Adjani;Camille Claudel;False
1990;ACTRESS IN A LEADING ROLE;Pauline Collins;Shirley Valentine;False
1990;ACTRESS IN A LEADING ROLE;Jessica Lange;Music Box;False
1990;ACTRESS IN A LEADING ROLE;Michelle Pfeiffer;The Fabulous Baker Boys;False
1990;ACTRESS IN A LEADING ROLE;Jessica Tandy;Driving Miss Daisy;True
1990;ACTRESS IN A SUPPORTING ROLE;Brenda Fricker;My Left Foot;True
1990;ACTRESS IN A SUPPORTING ROLE;Anjelica Huston;Enemies, A Love Story;False
1990;ACTRESS IN A SUPPORTING ROLE;Lena Olin;Enemies, A Love Story;False
1990;ACTRESS IN A SUPPORTING ROLE;Julia Roberts;Steel Magnolias;False
1990;ACTRESS IN A SUPPORTING ROLE;Dianne Wiest;Parenthood;False
1991;ACTOR IN A LEADING ROLE;Kevin Costner;Dances With Wolves;False
1991;ACTOR IN A LEADING ROLE;Robert De Niro;Awakenings;False
1991;ACTOR IN A LEADING ROLE;Gerard Depardieu;Cyrano de Bergerac;False
1991;ACTOR IN A LEADING ROLE;Richard Harris;The Field;False
1991;ACTOR IN A LEADING ROLE;Jeremy Irons;Reversal of Fortune;True
1991;ACTOR IN A SUPPORTING ROLE;Bruce Davison;Longtime Companion;False
1991;ACTOR IN A SUPPORTING ROLE;Andy Garcia;The Godfather, Part III;False
1991;ACTOR IN A SUPPORTING ROLE;Graham Greene;Dances With Wolves;False
1991;ACTOR IN A SUPPORTING ROLE;Al Pacino;Dick Tracy;False
1991;ACTOR IN A SUPPORTING ROLE;Joe Pesci;Good Fellas;True
1991;ACTRESS IN A LEADING ROLE;Kathy Bates;Misery;True
1991;ACTRESS IN A LEADING ROLE;Anjelica Huston;The Grifters;False
1991;ACTRESS IN A LEADING ROLE;Julia Roberts;Pretty Woman;False
1991;ACTRESS IN A LEADING ROLE;Meryl Streep;Postcards from the Edge;False
1991;ACTRESS IN A LEADING ROLE;Joanne Woodward;Mr. & Mrs. Bridge;False
1991;ACTRESS IN A SUPPORTING ROLE;Annette Bening;The Grifters;False
1991;ACTRESS IN A SUPPORTING ROLE;Lorraine Bracco;Good Fellas;False
1991;ACTRESS IN A SUPPORTING ROLE;Whoopi Goldberg;Ghost;True
1991;ACTRESS IN A SUPPORTING ROLE;Diane Ladd;Wild at Heart;False
1991;ACTRESS IN A SUPPORTING ROLE;Mary McDonnell;Dances With Wolves;False
1992;ACTOR IN A LEADING ROLE;Warren Beatty;Bugsy;False
1992;ACTOR IN A LEADING ROLE;Robert De Niro;Cape Fear;False
1992;ACTOR IN A LEADING ROLE;Anthony Hopkins;The Silence of the Lambs;True
1992;ACTOR IN A LEADING ROLE;Nick Nolte;The Prince of Tides;False
1992;ACTOR IN A LEADING ROLE;Robin Williams;The Fisher King;False
1992;ACTOR IN A SUPPORTING ROLE;Tommy Lee Jones;JFK;False
1992;ACTOR IN A SUPPORTING ROLE;Harvey Keitel;Bugsy;False
1992;ACTOR IN A SUPPORTING ROLE;Ben Kingsley;Bugsy;False
1992;ACTOR IN A SUPPORTING ROLE;Michael Lerner;Barton Fink;False
1992;ACTOR IN A SUPPORTING ROLE;Jack Palance;City Slickers;True
1992;ACTRESS IN A LEADING ROLE;Geena Davis;Thelma & Louise;False
1992;ACTRESS IN A LEADING ROLE;Laura Dern;Rambling Rose;False
1992;ACTRESS IN A LEADING ROLE;Jodie Foster;The Silence of the Lambs;True
1992;ACTRESS IN A LEADING ROLE;Bette Midler;For the Boys;False
1992;ACTRESS IN A LEADING ROLE;Susan Sarandon;Thelma & Louise;False
1992;ACTRESS IN A SUPPORTING ROLE;Diane Ladd;Rambling Rose;False
1992;ACTRESS IN A SUPPORTING ROLE;Juliette Lewis;Cape Fear;False
1992;ACTRESS IN A SUPPORTING ROLE;Kate Nelligan;The Prince of Tides;False
1992;ACTRESS IN A SUPPORTING ROLE;Mercedes Ruehl;The Fisher King;True
1992;ACTRESS IN A SUPPORTING ROLE;Jessica Tandy;Fried Green Tomatoes;False
1993;ACTOR IN A LEADING ROLE;Robert Downey Jr.;Chaplin;False
1993;ACTOR IN A LEADING ROLE;Clint Eastwood;Unforgiven;False
1993;ACTOR IN A LEADING ROLE;Al Pacino;Scent of a Woman;True
1993;ACTOR IN A LEADING ROLE;Stephen Rea;The Crying Game;False
1993;ACTOR IN A LEADING ROLE;Denzel Washington;Malcolm X;False
1993;ACTOR IN A SUPPORTING ROLE;Jaye Davidson;The Crying Game;False
1993;ACTOR IN A SUPPORTING ROLE;Gene Hackman;Unforgiven;True
1993;ACTOR IN A SUPPORTING ROLE;Jack Nicholson;A Few Good Men;False
1993;ACTOR IN A SUPPORTING ROLE;Al Pacino;Glengarry Glen Ross;False
1993;ACTOR IN A SUPPORTING ROLE;David Paymer;Mr. Saturday Night;False
1993;ACTRESS IN A LEADING ROLE;Catherine Deneuve;Indochine;False
1993;ACTRESS IN A LEADING ROLE;Mary McDonnell;Passion Fish;False
1993;ACTRESS IN A LEADING ROLE;Michelle Pfeiffer;Love Field;False
1993;ACTRESS IN A LEADING ROLE;Susan Sarandon;Lorenzo's Oil;False
1993;ACTRESS IN A LEADING ROLE;Emma Thompson;Howards End;True
1993;ACTRESS IN A SUPPORTING ROLE;Judy Davis;Husbands and Wives;False
1993;ACTRESS IN A SUPPORTING ROLE;Joan Plowright;Enchanted April;False
1993;ACTRESS IN A SUPPORTING ROLE;Vanessa Redgrave;Howards End;False
1993;ACTRESS IN A SUPPORTING ROLE;Miranda Richardson;Damage;False
1993;ACTRESS IN A SUPPORTING ROLE;Marisa Tomei;My Cousin Vinny;True
1994;ACTOR IN A LEADING ROLE;Daniel Day-Lewis;In the Name of the Father;False
1994;ACTOR IN A LEADING ROLE;Laurence Fishburne;What's Love Got to Do with It;False
1994;ACTOR IN A LEADING ROLE;Tom Hanks;Philadelphia;True
1994;ACTOR IN A LEADING ROLE;Anthony Hopkins;The Remains of the Day;False
1994;ACTOR IN A LEADING ROLE;Liam Neeson;Schindler's List;False
1994;ACTOR IN A SUPPORTING ROLE;Leonardo DiCaprio;What's Eating Gilbert Grape;False
1994;ACTOR IN A SUPPORTING ROLE;Ralph Fiennes;Schindler's List;False
1994;ACTOR IN A SUPPORTING ROLE;Tommy Lee Jones;The Fugitive;True
1994;ACTOR IN A SUPPORTING ROLE;John Malkovich;In the Line of Fire;False
1994;ACTOR IN A SUPPORTING ROLE;Pete Postlethwaite;In the Name of the Father;False
1994;ACTRESS IN A LEADING ROLE;Angela Bassett;What's Love Got to Do with It;False
1994;ACTRESS IN A LEADING ROLE;Stockard Channing;Six Degrees of Separation;False
1994;ACTRESS IN A LEADING ROLE;Holly Hunter;The Piano;True
1994;ACTRESS IN A LEADING ROLE;Emma Thompson;The Remains of the Day;False
1994;ACTRESS IN A LEADING ROLE;Debra Winger;Shadowlands;False
1994;ACTRESS IN A SUPPORTING ROLE;Holly Hunter;The Firm;False
1994;ACTRESS IN A SUPPORTING ROLE;Anna Paquin;The Piano;True
1994;ACTRESS IN A SUPPORTING ROLE;Rosie Perez;Fearless;False
1994;ACTRESS IN A SUPPORTING ROLE;Winona Ryder;The Age of Innocence;False
1994;ACTRESS IN A SUPPORTING ROLE;Emma Thompson;In the Name of the Father;False
1995;ACTOR IN A LEADING ROLE;Morgan Freeman;The Shawshank Redemption;False
1995;ACTOR IN A LEADING ROLE;Tom Hanks;Forrest Gump;True
1995;ACTOR IN A LEADING ROLE;Nigel Hawthorne;The Madness of King George;False
1995;ACTOR IN A LEADING ROLE;Paul Newman;Nobody's Fool;False
1995;ACTOR IN A LEADING ROLE;John Travolta;Pulp Fiction;False
1995;ACTOR IN A SUPPORTING ROLE;Samuel L. Jackson;Pulp Fiction;False
1995;ACTOR IN A SUPPORTING ROLE;Martin Landau;Ed Wood;True
1995;ACTOR IN A SUPPORTING ROLE;Chazz Palminteri;Bullets over Broadway;False
1995;ACTOR IN A SUPPORTING ROLE;Paul Scofield;Quiz Show;False
1995;ACTOR IN A SUPPORTING ROLE;Gary Sinise;Forrest Gump;False
1995;ACTRESS IN A LEADING ROLE;Jodie Foster;Nell;False
1995;ACTRESS IN A LEADING ROLE;Jessica Lange;Blue Sky;True
1995;ACTRESS IN A LEADING ROLE;Miranda Richardson;Tom & Viv;False
1995;ACTRESS IN A LEADING ROLE;Winona Ryder;Little Women;False
1995;ACTRESS IN A LEADING ROLE;Susan Sarandon;The Client;False
1995;ACTRESS IN A SUPPORTING ROLE;Rosemary Harris;Tom & Viv;False
1995;ACTRESS IN A SUPPORTING ROLE;Helen Mirren;The Madness of King George;False
1995;ACTRESS IN A SUPPORTING ROLE;Uma Thurman;Pulp Fiction;False
1995;ACTRESS IN A SUPPORTING ROLE;Jennifer Tilly;Bullets over Broadway;False
1995;ACTRESS IN A SUPPORTING ROLE;Dianne Wiest;Bullets over Broadway;True
1996;ACTOR IN A LEADING ROLE;Nicolas Cage;Leaving Las Vegas;True
1996;ACTOR IN A LEADING ROLE;Richard Dreyfuss;Mr. Holland's Opus;False
1996;ACTOR IN A LEADING ROLE;Anthony Hopkins;Nixon;False
1996;ACTOR IN A LEADING ROLE;Sean Penn;Dead Man Walking;False
1996;ACTOR IN A LEADING ROLE;Massimo Troisi;The Postman (Il Postino);False
1996;ACTOR IN A SUPPORTING ROLE;James Cromwell;Babe;False
1996;ACTOR IN A SUPPORTING ROLE;Ed Harris;Apollo 13;False
1996;ACTOR IN A SUPPORTING ROLE;Brad Pitt;12 Monkeys;False
1996;ACTOR IN A SUPPORTING ROLE;Tim Roth;Rob Roy;False
1996;ACTOR IN A SUPPORTING ROLE;Kevin Spacey;The Usual Suspects;True
1996;ACTRESS IN A LEADING ROLE;Susan Sarandon;Dead Man Walking;True
1996;ACTRESS IN A LEADING ROLE;Elisabeth Shue;Leaving Las Vegas;False
1996;ACTRESS IN A LEADING ROLE;Sharon Stone;Casino;False
1996;ACTRESS IN A LEADING ROLE;Meryl Streep;The Bridges of Madison County;False
1996;ACTRESS IN A LEADING ROLE;Emma Thompson;Sense and Sensibility;False
1996;ACTRESS IN A SUPPORTING ROLE;Joan Allen;Nixon;False
1996;ACTRESS IN A SUPPORTING ROLE;Kathleen Quinlan;Apollo 13;False
1996;ACTRESS IN A SUPPORTING ROLE;Mira Sorvino;Mighty Aphrodite;True
1996;ACTRESS IN A SUPPORTING ROLE;Mare Winningham;Georgia;False
1996;ACTRESS IN A SUPPORTING ROLE;Kate Winslet;Sense and Sensibility;False
1997;ACTOR IN A LEADING ROLE;Tom Cruise;Jerry Maguire;False
1997;ACTOR IN A LEADING ROLE;Ralph Fiennes;The English Patient;False
1997;ACTOR IN A LEADING ROLE;Woody Harrelson;The People vs. Larry Flynt;False
1997;ACTOR IN A LEADING ROLE;Geoffrey Rush;Shine;True
1997;ACTOR IN A LEADING ROLE;Billy Bob Thornton;Sling Blade;False
1997;ACTOR IN A SUPPORTING ROLE;Cuba Gooding Jr.;Jerry Maguire;True
1997;ACTOR IN A SUPPORTING ROLE;William H. Macy;Fargo;False
1997;ACTOR IN A SUPPORTING ROLE;Armin Mueller-Stahl;Shine;False
1997;ACTOR IN A SUPPORTING ROLE;Edward Norton;Primal Fear;False
1997;ACTOR IN A SUPPORTING ROLE;James Woods;Ghosts of Mississippi;False
1997;ACTRESS IN A LEADING ROLE;Brenda Blethyn;Secrets & Lies;False
1997;ACTRESS IN A LEADING ROLE;Diane Keaton;Marvin's Room;False
1997;ACTRESS IN A LEADING ROLE;Frances McDormand;Fargo;True
1997;ACTRESS IN A LEADING ROLE;Kristin Scott Thomas;The English Patient;False
1997;ACTRESS IN A LEADING ROLE;Emily Watson;Breaking the Waves;False
1997;ACTRESS IN A SUPPORTING ROLE;Joan Allen;The Crucible;False
1997;ACTRESS IN A SUPPORTING ROLE;Lauren Bacall;The Mirror Has Two Faces;False
1997;ACTRESS IN A SUPPORTING ROLE;Juliette Binoche;The English Patient;True
1997;ACTRESS IN A SUPPORTING ROLE;Barbara Hershey;The Portrait of a Lady;False
1997;ACTRESS IN A SUPPORTING ROLE;Marianne Jean-Baptiste;Secrets & Lies;False
1998;ACTOR IN A LEADING ROLE;Matt Damon;Good Will Hunting;False
1998;ACTOR IN A LEADING ROLE;Robert Duvall;The Apostle;False
1998;ACTOR IN A LEADING ROLE;Peter Fonda;Ulee's Gold;False
1998;ACTOR IN A LEADING ROLE;Dustin Hoffman;Wag the Dog;False
1998;ACTOR IN A LEADING ROLE;Jack Nicholson;As Good as It Gets;True
1998;ACTOR IN A SUPPORTING ROLE;Robert Forster;Jackie Brown;False
1998;ACTOR IN A SUPPORTING ROLE;Anthony Hopkins;Amistad;False
1998;ACTOR IN A SUPPORTING ROLE;Greg Kinnear;As Good as It Gets;False
1998;ACTOR IN A SUPPORTING ROLE;Burt Reynolds;Boogie Nights;False
1998;ACTOR IN A SUPPORTING ROLE;Robin Williams;Good Will Hunting;True
1998;ACTRESS IN A LEADING ROLE;Helena Bonham Carter;The Wings of the Dove;False
1998;ACTRESS IN A LEADING ROLE;Julie Christie;Afterglow;False
1998;ACTRESS IN A LEADING ROLE;Judi Dench;Mrs. Brown;False
1998;ACTRESS IN A LEADING ROLE;Helen Hunt;As Good as It Gets;True
1998;ACTRESS IN A LEADING ROLE;Kate Winslet;Titanic;False
1998;ACTRESS IN A SUPPORTING ROLE;Kim Basinger;L.A. Confidential;True
1998;ACTRESS IN A SUPPORTING ROLE;Joan Cusack;In & Out;False
1998;ACTRESS IN A SUPPORTING ROLE;Minnie Driver;Good Will Hunting;False
1998;ACTRESS IN A SUPPORTING ROLE;Julianne Moore;Boogie Nights;False
1998;ACTRESS IN A SUPPORTING ROLE;Gloria Stuart;Titanic;False
1999;ACTOR IN A LEADING ROLE;Roberto Benigni;Life Is Beautiful;True
1999;ACTOR IN A LEADING ROLE;Tom Hanks;Saving Private Ryan;False
1999;ACTOR IN A LEADING ROLE;Ian McKellen;Gods and Monsters;False
1999;ACTOR IN A LEADING ROLE;Nick Nolte;Affliction;False
1999;ACTOR IN A LEADING ROLE;Edward Norton;American History X;False
1999;ACTOR IN A SUPPORTING ROLE;James Coburn;Affliction;True
1999;ACTOR IN A SUPPORTING ROLE;Robert Duvall;A Civil Action;False
1999;ACTOR IN A SUPPORTING ROLE;Ed Harris;The Truman Show;False
1999;ACTOR IN A SUPPORTING ROLE;Geoffrey Rush;Shakespeare in Love;False
1999;ACTOR IN A SUPPORTING ROLE;Billy Bob Thornton;A Simple Plan;False
1999;ACTRESS IN A LEADING ROLE;Cate Blanchett;Elizabeth;False
1999;ACTRESS IN A LEADING ROLE;Fernanda Montenegro;Central Station;False
1999;ACTRESS IN A LEADING ROLE;Gwyneth Paltrow;Shakespeare in Love;True
1999;ACTRESS IN A LEADING ROLE;Meryl Streep;One True Thing;False
1999;ACTRESS IN A LEADING ROLE;Emily Watson;Hilary and Jackie;False
1999;ACTRESS IN A SUPPORTING ROLE;Kathy Bates;Primary Colors;False
1999;ACTRESS IN A SUPPORTING ROLE;Brenda Blethyn;Little Voice;False
1999;ACTRESS IN A SUPPORTING ROLE;Judi Dench;Shakespeare in Love;True
1999;ACTRESS IN A SUPPORTING ROLE;Rachel Griffiths;Hilary and Jackie;False
1999;ACTRESS IN A SUPPORTING ROLE;Lynn Redgrave;Gods and Monsters;False
2000;ACTOR IN A LEADING ROLE;Russell Crowe;The Insider;False
2000;ACTOR IN A LEADING ROLE;Richard Farnsworth;The Straight Story;False
2000;ACTOR IN A LEADING ROLE;Sean Penn;Sweet and Lowdown;False
2000;ACTOR IN A LEADING ROLE;Kevin Spacey;American Beauty;True
2000;ACTOR IN A LEADING ROLE;Denzel Washington;The Hurricane;False
2000;ACTOR IN A SUPPORTING ROLE;Michael Caine;The Cider House Rules;True
2000;ACTOR IN A SUPPORTING ROLE;Tom Cruise;Magnolia;False
2000;ACTOR IN A SUPPORTING ROLE;Michael Clarke Duncan;The Green Mile;False
2000;ACTOR IN A SUPPORTING ROLE;Jude Law;The Talented Mr. Ripley;False
2000;ACTOR IN A SUPPORTING ROLE;Haley Joel Osment;The Sixth Sense;False
2000;ACTRESS IN A LEADING ROLE;Annette Bening;American Beauty;False
2000;ACTRESS IN A LEADING ROLE;Janet McTeer;Tumbleweeds;False
2000;ACTRESS IN A LEADING ROLE;Julianne Moore;The End of the Affair;False
2000;ACTRESS IN A LEADING ROLE;Meryl Streep;Music of the Heart;False
2000;ACTRESS IN A LEADING ROLE;Hilary Swank;Boys Don't Cry;True
2000;ACTRESS IN A SUPPORTING ROLE;Toni Collette;The Sixth Sense;False
2000;ACTRESS IN A SUPPORTING ROLE;Angelina Jolie;Girl, Interrupted;True
2000;ACTRESS IN A SUPPORTING ROLE;Catherine Keener;Being John Malkovich;False
2000;ACTRESS IN A SUPPORTING ROLE;Samantha Morton;Sweet and Lowdown;False
2000;ACTRESS IN A SUPPORTING ROLE;Chloë Sevigny;Boys Don't Cry;False
2001;ACTOR IN A LEADING ROLE;Javier Bardem;Before Night Falls;False
2001;ACTOR IN A LEADING ROLE;Russell Crowe;Gladiator;True
2001;ACTOR IN A LEADING ROLE;Tom Hanks;Cast Away;False
2001;ACTOR IN A LEADING ROLE;Ed Harris;Pollock;False
2001;ACTOR IN A LEADING ROLE;Geoffrey Rush;Quills;False
2001;ACTOR IN A SUPPORTING ROLE;Jeff Bridges;The Contender;False
2001;ACTOR IN A SUPPORTING ROLE;Willem Dafoe;Shadow of the Vampire;False
2001;ACTOR IN A SUPPORTING ROLE;Benicio Del Toro;Traffic;True
2001;ACTOR IN A SUPPORTING ROLE;Albert Finney;Erin Brockovich;False
2001;ACTOR IN A SUPPORTING ROLE;Joaquin Phoenix;Gladiator;False
2001;ACTRESS IN A LEADING ROLE;Joan Allen;The Contender;False
2001;ACTRESS IN A LEADING ROLE;Juliette Binoche;Chocolat;False
2001;ACTRESS IN A LEADING ROLE;Ellen Burstyn;Requiem for a Dream;False
2001;ACTRESS IN A LEADING ROLE;Laura Linney;You Can Count on Me;False
